Id,MS Zoning,Land Contour,Lot Config,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Foundation,Bsmt Qual,Total Bsmt SF,Heating QC,1st Flr SF,Gr Liv Area,Full Bath,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Sale Type,SalePrice,Age_Built,Age_Remod,Age_Garage
2276,RL,HLS,Inside,Timber,PosA,1Fam,1Story,10,Hip,MetalSd,MetalSd,BrkFace,5,PConc,5,1824.0,5,1824,1824,2,1,5,8,1,4,Attchd,3,3.0,932.0,New,392000,1,0,1.0
755,RM,Lvl,Inside,IDOTRR,Norm,1Fam,2Story,6,Gable,Plywood,Plywood,None,3,CBlock,3,720.0,2,1146,1930,2,1,3,8,0,0,Attchd,1,1.0,316.0,WD ,149000,82,59,82.0
1178,FV,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,10,Gable,BrkFace,MetalSd,None,5,PConc,4,970.0,5,1469,2393,2,1,5,7,1,3,Attchd,3,2.0,846.0,WD ,345000,10,9,10.0
2636,RM,Lvl,Corner,OldTown,Norm,1Fam,2Story,5,Hip,CemntBd,CmentBd,None,4,PConc,2,716.0,5,1007,2014,2,1,3,8,0,0,Detchd,1,2.0,624.0,WD ,169000,106,1,106.0
2077,RL,Lvl,Inside,Edwards,Feedr,1Fam,1Story,4,Gable,Wd Sdng,Wd Sdng,None,3,CBlock,3,484.0,3,1242,1242,1,1,3,4,0,0,Attchd,1,1.0,336.0,WD ,109900,61,57,61.0
2930,RL,Lvl,Inside,Mitchel,Norm,1Fam,2Story,7,Gable,HdBoard,HdBoard,BrkFace,3,PConc,4,996.0,5,996,2000,2,1,3,9,1,3,Attchd,3,3.0,650.0,WD ,188000,13,12,13.0
737,RM,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,6,Gable,MetalSd,MetalSd,None,3,CBlock,3,780.0,5,825,1412,1,1,3,6,1,4,Detchd,1,1.0,280.0,WD ,132500,70,59,70.0
837,RL,Low,Inside,CollgCr,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,3,PConc,3,990.0,5,990,990,1,1,3,5,0,0,Attchd,2,1.0,440.0,WD ,143000,15,15,14.0
2086,RL,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,Gable,Wd Sdng,Wd Sdng,None,3,CBlock,2,1342.0,5,1342,1342,1,1,3,7,0,0,Detchd,1,1.0,256.0,WD ,125000,56,56,56.0
2385,RL,HLS,Corner,NridgHt,Norm,1Fam,1Story,9,Hip,VinylSd,VinylSd,BrkFace,5,PConc,5,1868.0,5,1868,1868,2,1,5,7,1,4,Attchd,3,3.0,1085.0,WD ,415000,1,1,1.0
189,RM,Lvl,Inside,OldTown,Norm,1Fam,2Story,4,Gable,VinylSd,VinylSd,None,3,CBlock,2,622.0,4,741,1363,1,1,3,6,0,0,Detchd,1,2.0,528.0,WD ,125500,100,60,44.0
635,RL,Lvl,Inside,NAmes,Feedr,1Fam,1Story,6,Hip,Wd Sdng,Wd Sdng,BrkCmn,3,CBlock,3,1240.0,4,1632,1632,2,1,3,6,1,4,Attchd,2,1.0,338.0,WD ,139000,51,21,51.0
900,RL,Lvl,Inside,Edwards,Norm,Duplex,1Story,5,Hip,VinylSd,VinylSd,BrkFace,3,CBlock,3,1678.0,3,1678,1678,2,2,3,10,0,0,None,0,0.0,0.0,WD ,119900,50,50,0.0
966,RL,Lvl,Inside,Timber,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,BrkFace,4,PConc,5,1267.0,5,1296,1296,2,1,4,6,0,0,Attchd,3,2.0,471.0,WD ,220000,8,7,8.0
1612,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Gable,MetalSd,MetalSd,BrkFace,3,CBlock,3,1587.0,3,1587,1587,2,1,3,7,1,4,Attchd,1,2.0,525.0,WD ,167300,36,36,36.0
904,RL,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,Gable,Wd Sdng,Wd Sdng,None,3,CBlock,3,720.0,5,854,1298,1,1,3,6,2,4,Detchd,1,1.0,256.0,WD ,122000,68,59,69.0
2487,RM,Lvl,Inside,Sawyer,RRAe,Duplex,1Story,5,Gable,HdBoard,HdBoard,BrkFace,3,CBlock,3,1728.0,3,1728,1728,2,2,3,10,0,0,Detchd,1,2.0,504.0,ConLI,125000,43,43,43.0
1304,RM,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,Hip,BrkFace,BrkFace,None,3,CBlock,3,928.0,4,928,928,1,1,3,5,0,0,Attchd,3,1.0,288.0,WD ,112500,51,51,51.0
2112,RL,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,4,PConc,4,879.0,5,879,1795,2,1,4,7,0,0,Attchd,2,2.0,578.0,WD ,191000,2,1,2.0
1244,RL,Lvl,Corner,NAmes,Norm,1Fam,1Story,6,Hip,MetalSd,MetalSd,BrkFace,3,CBlock,3,1080.0,4,1080,1080,1,1,3,5,0,0,Attchd,1,1.0,288.0,WD ,136000,50,50,50.0
843,RL,Lvl,Corner,CollgCr,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,866.0,5,866,1779,2,1,4,6,0,0,Attchd,2,2.0,546.0,WD ,197900,11,11,11.0
2689,RM,Lvl,Corner,OldTown,Feedr,1Fam,1.5Fin,6,Hip,VinylSd,VinylSd,None,3,CBlock,3,485.0,4,1001,1635,1,1,4,5,0,0,Attchd,1,1.0,255.0,WD ,117000,96,3,56.0
2753,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,Stone,4,PConc,4,1199.0,5,1220,1220,2,1,4,6,0,0,Attchd,2,2.0,632.0,New,194000,0,1,1.0
1169,FV,Lvl,Inside,Somerst,Norm,TwnhsE,1Story,9,Gable,VinylSd,VinylSd,BrkFace,4,PConc,5,1310.0,5,1310,1310,1,1,4,5,1,3,Attchd,2,2.0,545.0,WD ,285000,7,7,7.0
1376,RL,Lvl,Inside,Edwards,Norm,2fmCon,1.5Fin,5,Gable,Wd Sdng,Wd Sdng,None,3,BrkTil,3,644.0,4,808,1355,2,2,3,6,0,0,None,0,0.0,0.0,WD ,127500,68,9,0.0
2503,RL,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,7,Gable,HdBoard,HdBoard,None,4,PConc,4,1095.0,5,1166,2295,2,1,4,9,1,3,Attchd,2,2.0,590.0,WD ,268000,14,6,14.0
1987,RM,Lvl,Inside,OldTown,Artery,1Fam,2Story,4,Gable,MetalSd,MetalSd,None,3,PConc,3,1075.0,5,1156,1798,2,1,3,7,0,0,Detchd,1,2.0,342.0,WD ,137000,107,57,72.0
1190,RL,Lvl,CulDSac,NWAmes,Norm,1Fam,1Story,7,Gable,Plywood,Plywood,None,3,CBlock,3,1620.0,5,1620,1620,2,1,4,8,1,4,Attchd,1,2.0,578.0,WD ,215000,41,41,41.0
1930,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Hip,MetalSd,MetalSd,None,3,CBlock,3,1216.0,3,1216,1216,1,1,3,5,0,0,Attchd,2,1.0,336.0,WD ,129500,52,52,52.0
2677,RM,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,5,Gable,MetalSd,MetalSd,None,3,BrkTil,4,896.0,4,896,1344,1,1,3,7,0,0,Detchd,1,1.0,240.0,WD ,115000,70,56,70.0
1256,RL,Lvl,Corner,OldTown,Norm,1Fam,1.5Fin,5,Gable,VinylSd,VinylSd,None,3,PConc,3,747.0,3,747,1159,1,1,3,5,0,0,Detchd,1,1.0,288.0,WD ,114000,83,58,76.0
2484,RH,Lvl,Inside,SawyerW,Norm,1Fam,1Story,4,Gable,HdBoard,HdBoard,None,3,CBlock,3,1056.0,3,1056,1056,1,1,3,5,0,0,Detchd,1,1.0,384.0,WD ,107000,40,40,40.0
1253,RL,Lvl,Inside,NAmes,Norm,1Fam,1.5Fin,5,Gable,MetalSd,MetalSd,None,3,CBlock,3,832.0,3,832,1216,1,1,3,6,0,0,Detchd,1,1.0,336.0,COD,118500,61,58,61.0
1337,RM,Lvl,Corner,BrkSide,Norm,1Fam,1.5Fin,6,Gable,WdShing,Wd Shng,None,3,BrkTil,3,862.0,3,950,1158,1,1,3,5,1,4,BuiltIn,2,1.0,208.0,WD ,120000,79,58,79.0
1788,RL,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,BrkFace,4,PConc,4,1538.0,5,1538,1538,2,1,4,7,0,0,Attchd,2,2.0,484.0,WD ,260000,2,2,2.0
141,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Hip,MetalSd,MetalSd,BrkFace,3,CBlock,3,1143.0,3,1143,1143,1,1,3,6,0,0,Attchd,2,1.0,308.0,WD ,136000,51,51,51.0
1669,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,Gable,MetalSd,MetalSd,None,3,CBlock,3,858.0,3,872,872,1,1,3,5,0,0,Detchd,1,4.0,480.0,WD ,123000,36,36,33.0
1366,RM,Lvl,Inside,IDOTRR,Artery,1Fam,1.5Fin,6,Gable,MetalSd,MetalSd,None,3,CBlock,3,319.0,3,1035,1406,1,1,2,6,0,0,None,0,0.0,0.0,WD ,89500,88,58,0.0
52,RL,Lvl,Corner,Gilbert,Norm,1Fam,1Story,6,Gable,VinylSd,VinylSd,None,4,PConc,4,1324.0,5,1324,1324,2,1,4,6,0,0,Attchd,3,2.0,430.0,WD ,199500,5,5,5.0
1380,RL,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,BrkCmn,3,PConc,3,876.0,3,904,904,1,1,3,6,0,0,Attchd,1,1.0,408.0,WD ,109900,42,42,42.0
919,RL,Lvl,Inside,Crawfor,Norm,1Fam,2Story,7,Gambrel,MetalSd,MetalSd,None,4,BrkTil,4,1276.0,5,1276,2080,1,1,4,9,2,4,Detchd,1,1.0,282.0,WD ,234000,83,5,83.0
2804,RM,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,6,Gable,VinylSd,VinylSd,BrkFace,4,PConc,4,848.0,5,848,848,1,1,4,3,1,4,Attchd,2,2.0,420.0,WD ,155900,2,2,2.0
782,RL,Lvl,Inside,ClearCr,Norm,1Fam,1.5Fin,4,Gable,Wd Sdng,Wd Sdng,None,3,CBlock,3,1104.0,5,1104,1788,1,1,3,8,2,3,Attchd,1,1.0,304.0,WD ,161500,52,20,52.0
956,RL,Lvl,CulDSac,Timber,Norm,1Fam,SLvl,6,Gable,HdBoard,HdBoard,BrkFace,3,CBlock,3,819.0,4,1344,1344,1,1,4,7,1,4,Basment,2,2.0,525.0,COD,137500,51,51,51.0
187,RM,Lvl,Inside,OldTown,Norm,2fmCon,2Story,5,Gable,MetalSd,MetalSd,None,3,BrkTil,3,840.0,2,1128,2256,2,2,2,12,0,0,None,0,0.0,0.0,WD ,76500,100,60,0.0
2074,RL,Lvl,Corner,ClearCr,Norm,1Fam,2Story,6,Gable,Plywood,Plywood,BrkFace,4,PConc,4,1151.0,3,1164,2060,2,1,3,8,1,3,Attchd,1,2.0,521.0,WD ,211000,19,18,19.0
1039,RH,Lvl,Inside,NAmes,Norm,TwnhsE,1Story,6,Gable,MetalSd,MetalSd,None,4,PConc,4,1405.0,5,1337,1337,2,1,4,5,0,0,Attchd,3,2.0,511.0,COD,181000,10,9,10.0
1210,RL,Lvl,Inside,NAmes,Norm,1Fam,SLvl,6,Gable,HdBoard,HdBoard,BrkFace,3,CBlock,3,1127.0,3,1165,1165,1,1,3,6,0,0,Attchd,2,2.0,490.0,WD ,174900,42,42,42.0
2710,RL,Lvl,Inside,Sawyer,Norm,1Fam,SLvl,5,Gable,VinylSd,VinylSd,BrkFace,3,CBlock,3,1164.0,5,1320,1320,1,1,3,6,2,2,Attchd,2,2.0,564.0,WD ,164500,40,40,40.0
44,RL,Lvl,Inside,NridgHt,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,4,PConc,4,1517.0,5,1535,1535,2,1,4,7,0,0,Attchd,2,2.0,532.0,WD ,214000,6,6,6.0
1026,RL,Lvl,Inside,NWAmes,Norm,1Fam,2Story,7,Gable,HdBoard,HdBoard,BrkFace,3,CBlock,4,738.0,3,1277,2044,2,1,3,7,1,3,Attchd,1,2.0,489.0,WD ,185000,28,20,28.0
1343,RM,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,4,Gable,MetalSd,MetalSd,None,3,PConc,3,704.0,5,624,1136,1,1,3,6,0,0,Detchd,1,1.0,336.0,WD ,123000,79,58,18.0
2248,RL,Bnk,CulDSac,Mitchel,Norm,1Fam,SFoyer,6,Gable,HdBoard,Wd Shng,None,3,CBlock,4,1001.0,3,1299,1299,2,1,4,5,1,1,BuiltIn,2,2.0,486.0,WD ,183500,28,28,28.0
1849,FV,Lvl,Inside,Somerst,Norm,Twnhs,2Story,8,Gable,MetalSd,MetalSd,BrkFace,4,PConc,4,776.0,5,764,1441,2,1,4,5,0,0,Detchd,1,2.0,492.0,WD ,174000,8,7,8.0
2076,RL,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,None,3,CBlock,3,1073.0,3,1630,1630,2,1,3,6,1,3,Detchd,1,2.0,649.0,COD,130000,54,54,54.0
2641,RM,Lvl,Inside,OldTown,Norm,1Fam,2Story,7,Gable,Wd Sdng,Wd Sdng,None,3,BrkTil,3,728.0,5,832,1641,1,1,5,6,1,4,Detchd,1,2.0,546.0,WD ,178000,81,16,81.0
5,RL,Lvl,Inside,Gilbert,Norm,1Fam,2Story,5,Gable,VinylSd,VinylSd,None,3,PConc,4,928.0,4,928,1629,2,1,3,6,1,3,Attchd,3,2.0,482.0,WD ,189900,13,12,13.0
878,RM,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,6,Gable,VinylSd,VinylSd,BrkFace,4,PConc,4,848.0,5,848,848,1,1,4,4,0,0,Attchd,3,2.0,420.0,WD ,144000,6,5,6.0
1548,RM,Lvl,Corner,IDOTRR,Norm,1Fam,1Story,6,Gable,Wd Sdng,Wd Sdng,None,4,BrkTil,3,816.0,5,816,816,1,1,3,5,0,0,Detchd,1,1.0,432.0,WD ,120500,78,1,6.0
841,RL,Lvl,Corner,CollgCr,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,3,PConc,4,1097.0,5,1097,1097,1,1,3,6,0,0,Attchd,1,2.0,672.0,WD ,145000,15,14,14.0
1621,RL,Lvl,Inside,StoneBr,Norm,TwnhsE,1Story,8,Gable,CemntBd,CmentBd,None,4,PConc,4,1494.0,5,1652,1652,2,1,5,6,0,0,Attchd,2,2.0,499.0,WD ,251000,7,7,7.0
218,RL,Lvl,Inside,Sawyer,Norm,Duplex,1Story,4,Hip,HdBoard,HdBoard,None,3,CBlock,3,1768.0,3,1768,1768,2,2,3,8,0,0,None,0,0.0,0.0,WD ,136500,42,42,0.0
1504,RL,Lvl,Inside,Edwards,Norm,Duplex,1Story,4,Gable,WdShing,Wd Shng,BrkCmn,3,Slab,0,0.0,3,1152,1152,2,2,3,6,0,0,None,0,0.0,0.0,WD ,82500,53,53,0.0
946,I (all),Lvl,Inside,IDOTRR,Norm,1Fam,1Story,2,Gable,Wd Sdng,Wd Sdng,None,2,CBlock,0,0.0,3,810,810,1,1,3,4,0,0,Detchd,1,1.0,280.0,ConLD,57625,99,59,34.0
455,RL,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,7,Gable,VinylSd,VinylSd,Stone,4,PConc,4,1350.0,5,1358,1358,2,1,4,6,1,4,Attchd,2,2.0,484.0,WD ,212500,2,1,1.0
2906,RM,Lvl,FR2,Mitchel,Norm,Twnhs,1Story,6,Hip,VinylSd,VinylSd,BrkFace,3,PConc,5,1216.0,5,1216,1216,2,1,3,5,0,0,Attchd,1,2.0,402.0,WD ,164000,8,8,8.0
2878,RM,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,6,Gable,MetalSd,MetalSd,BrkFace,3,CBlock,3,967.0,4,967,1638,2,1,4,6,0,0,Detchd,1,1.0,384.0,WD ,139000,49,49,49.0
1173,FV,Lvl,Inside,Somerst,Norm,Twnhs,2Story,7,Gable,MetalSd,MetalSd,BrkFace,4,PConc,4,600.0,5,624,1252,2,1,4,4,0,0,Detchd,1,2.0,462.0,WD ,160000,9,8,9.0
985,RL,Lvl,Inside,Mitchel,Norm,1Fam,SFoyer,5,Gable,HdBoard,Wd Shng,None,3,PConc,4,828.0,3,883,883,1,1,3,5,1,2,Detchd,1,2.0,698.0,WD ,149000,17,16,11.0
975,RL,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,None,3,CBlock,3,864.0,3,874,874,1,1,3,5,0,0,Attchd,2,1.0,288.0,WD ,130000,41,41,41.0
202,RM,Bnk,Inside,OldTown,RRAn,1Fam,2Story,7,Gable,Stucco,Stucco,None,3,BrkTil,3,576.0,4,902,1710,2,1,3,9,0,0,Detchd,1,2.0,480.0,WD ,140000,89,60,20.0
528,FV,Lvl,Corner,Somerst,Norm,1Fam,1Story,8,Hip,VinylSd,VinylSd,BrkFace,4,PConc,4,1836.0,5,1836,1836,2,1,4,8,1,4,Attchd,3,2.0,517.0,New,264500,1,1,1.0
2579,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,Wd Sdng,Wd Sdng,None,3,CBlock,3,1092.0,3,1092,1092,1,1,3,6,1,3,Attchd,3,1.0,299.0,WD ,141000,49,49,49.0
1841,FV,Lvl,Inside,Somerst,Norm,TwnhsE,1Story,7,Gable,VinylSd,VinylSd,None,4,PConc,4,1241.0,5,1241,1241,1,1,4,4,0,0,Attchd,3,2.0,569.0,New,199900,1,1,1.0
591,RL,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,Gable,Plywood,Plywood,BrkFace,3,CBlock,4,1350.0,3,1334,1334,2,1,3,6,1,3,Attchd,2,2.0,630.0,WD ,167900,32,32,32.0
1897,RL,Lvl,CulDSac,NAmes,Norm,1Fam,1Story,6,Gable,Wd Sdng,Wd Sdng,BrkFace,3,CBlock,3,1144.0,5,1429,1429,1,1,4,7,2,4,Attchd,1,2.0,572.0,WD ,181900,47,20,47.0
70,FV,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,Stone,4,PConc,4,1566.0,5,1566,1566,2,1,4,7,0,0,Attchd,2,2.0,750.0,WD ,262500,2,2,2.0
590,RL,Lvl,Inside,NWAmes,Norm,1Fam,2Story,7,Hip,HdBoard,HdBoard,BrkFace,3,PConc,4,908.0,5,1316,2288,1,1,4,8,2,3,Attchd,2,2.0,520.0,WD ,230000,32,17,32.0
1172,FV,Lvl,CulDSac,Somerst,Norm,TwnhsE,1Story,9,Gable,MetalSd,MetalSd,BrkFace,4,PConc,5,1698.0,5,1709,1709,2,1,4,5,1,3,Attchd,3,2.0,506.0,CWD,328900,9,8,9.0
1714,RL,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,BrkFace,4,PConc,4,1721.0,5,1721,1721,2,1,4,7,0,0,Attchd,2,2.0,554.0,WD ,232698,2,2,2.0
829,RL,Lvl,Corner,CollgCr,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,BrkFace,4,PConc,4,1254.0,5,1254,1254,2,1,4,5,0,0,Attchd,2,3.0,810.0,WD ,221800,1,1,1.0
1397,RL,Lvl,Corner,Sawyer,Norm,1Fam,1.5Fin,5,Gable,Wd Sdng,Wd Sdng,None,3,BrkTil,3,576.0,4,864,1350,1,1,4,6,0,0,2Types,1,3.0,627.0,WD ,152400,67,35,35.0
877,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,4,PConc,4,1630.0,5,1630,1630,2,1,4,6,1,3,Attchd,1,2.0,451.0,WD ,213000,9,8,9.0
2477,RL,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,4,PConc,4,784.0,5,831,1585,2,1,4,7,0,0,Attchd,2,2.0,449.0,WD ,184900,1,1,1.0
2871,RL,Lvl,Corner,Crawfor,Norm,2fmCon,1Story,5,Hip,MetalSd,MetalSd,BrkFace,3,CBlock,3,1165.0,3,1336,1336,1,1,3,5,2,4,Attchd,1,1.0,375.0,WD ,157000,53,53,53.0
2489,RL,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Hip,HdBoard,HdBoard,None,3,CBlock,3,864.0,4,1211,1211,1,1,3,6,1,3,Detchd,1,2.0,576.0,WD ,144000,44,4,34.0
1655,RL,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,Gable,MetalSd,MetalSd,BrkFace,3,CBlock,4,1259.0,5,1353,1353,2,1,3,5,1,3,Attchd,2,2.0,478.0,WD ,192350,28,8,28.0
1891,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,7,Hip,HdBoard,Plywood,BrkFace,3,CBlock,3,1174.0,5,1200,1200,2,1,3,6,1,3,Attchd,2,2.0,440.0,CWD,163500,41,41,41.0
1419,RL,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,Hip,HdBoard,HdBoard,BrkFace,3,PConc,4,1475.0,5,1532,2329,2,1,4,10,1,5,Attchd,1,2.0,514.0,WD ,262280,18,18,18.0
1473,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,4,PConc,4,1536.0,5,1536,1536,2,1,4,7,0,0,Attchd,2,2.0,532.0,WD ,214000,6,5,6.0
2868,RL,Lvl,Inside,Crawfor,Norm,1Fam,1Story,6,Gable,Stone,Stone,None,3,PConc,3,1073.0,5,1811,1811,1,1,5,6,1,4,Attchd,3,2.0,470.0,WD ,230000,50,2,50.0
1695,RL,Lvl,Corner,NridgHt,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,4,PConc,5,1063.0,5,1071,2172,2,1,4,9,1,4,Attchd,2,3.0,947.0,New,280000,1,1,1.0
2244,C (all),Lvl,Corner,IDOTRR,Norm,1Fam,1Story,4,Gable,MetalSd,MetalSd,None,3,CBlock,3,1073.0,4,1073,1073,1,1,3,6,0,0,Detchd,1,2.0,720.0,WD ,140000,50,27,22.0
169,RL,Lvl,Inside,NAmes,PosN,1Fam,2Story,6,Gable,MetalSd,MetalSd,BrkFace,3,CBlock,3,756.0,3,1051,1839,1,1,3,7,1,3,Attchd,1,2.0,442.0,WD ,155000,44,44,44.0
2670,C (all),Lvl,Corner,IDOTRR,Norm,1Fam,1.5Unf,3,Gable,Wd Sdng,Wd Sdng,None,2,BrkTil,3,1020.0,2,1020,1020,1,1,2,5,0,0,None,0,0.0,0.0,ConLD,64500,88,56,0.0
247,RL,Lvl,CulDSac,SawyerW,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,BrkFace,4,PConc,4,946.0,5,964,1802,2,1,4,8,1,4,2Types,2,4.0,1017.0,WD ,218000,17,17,10.0
2137,RL,Lvl,Inside,CollgCr,Norm,1Fam,SLvl,5,Gable,Plywood,VinylSd,BrkFace,3,CBlock,3,995.0,3,1009,1009,2,1,3,6,1,2,Detchd,1,2.0,576.0,WD ,160000,30,30,30.0
1794,FV,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,None,4,PConc,4,1338.0,5,1338,1338,2,1,4,6,0,0,Attchd,2,2.0,598.0,New,208900,0,1,1.0
1164,FV,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,7,Gable,VinylSd,VinylSd,None,4,PConc,4,689.0,5,703,1392,2,1,4,5,0,0,Detchd,1,2.0,540.0,WD ,146000,1,1,1.0
1179,RL,Lvl,Inside,Veenker,Norm,TwnhsE,1Story,8,Gable,BrkFace,BrkFace,None,4,PConc,4,1260.0,5,1288,1288,1,1,5,4,2,4,Attchd,3,2.0,500.0,WD ,245500,12,12,12.0
1340,RM,Bnk,Inside,BrkSide,Norm,1Fam,1.5Unf,6,Gable,MetalSd,MetalSd,None,3,BrkTil,3,992.0,5,1013,1013,1,1,3,6,0,0,Detchd,1,1.0,160.0,WD ,113000,82,58,82.0
436,RL,Lvl,FR3,NridgHt,Norm,1Fam,1Story,8,Hip,VinylSd,VinylSd,BrkFace,4,PConc,5,1782.0,5,1782,1782,2,1,4,7,2,4,Attchd,3,3.0,932.0,WD ,296000,5,4,5.0
1636,RL,HLS,Corner,StoneBr,Norm,1Fam,1Story,9,Hip,VinylSd,VinylSd,Stone,4,PConc,5,1922.0,5,1922,1922,2,1,4,8,1,4,Attchd,3,3.0,676.0,WD ,377426,2,1,2.0
421,RL,Lvl,FR2,NridgHt,Norm,1Fam,1Story,10,Hip,CemntBd,CmentBd,Stone,5,PConc,5,1700.0,5,1718,1718,2,1,5,7,1,4,Attchd,3,3.0,786.0,WD ,337500,3,2,1.0
2834,RL,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,4,Gable,VinylSd,VinylSd,None,3,CBlock,2,624.0,5,624,936,1,1,3,5,0,0,Attchd,1,1.0,265.0,WD ,97900,58,56,58.0
517,FV,Lvl,Inside,Somerst,Norm,1Fam,1Story,6,Gable,VinylSd,VinylSd,None,4,PConc,4,1218.0,5,1218,1218,2,1,4,4,0,0,Attchd,3,2.0,676.0,New,208300,0,1,1.0
1566,RL,Lvl,Inside,Mitchel,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,910.0,5,910,1820,2,1,4,8,1,3,Attchd,1,3.0,816.0,WD ,213000,12,11,12.0
1439,RL,Lvl,CulDSac,CollgCr,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,880.0,5,880,1724,2,1,4,8,0,0,Attchd,3,2.0,527.0,WD ,188000,10,9,10.0
2577,RL,Lvl,Corner,NAmes,Feedr,1Fam,1Story,6,Hip,Wd Sdng,Wd Sdng,BrkFace,3,CBlock,3,1121.0,5,1336,1336,1,1,3,7,1,3,Attchd,2,2.0,488.0,WD ,162000,48,48,48.0
2241,RM,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,5,Gable,Wd Sdng,Wd Sdng,None,3,CBlock,3,910.0,3,910,1558,1,1,3,6,0,0,Attchd,1,1.0,282.0,WD ,152000,57,57,57.0
71,FV,Lvl,Corner,Somerst,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,4,PConc,4,991.0,5,991,1947,2,1,4,8,1,4,Attchd,2,2.0,678.0,WD ,254900,6,5,6.0
1143,RL,Lvl,CulDSac,SawyerW,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,4,PConc,4,832.0,5,832,1657,2,1,4,6,0,0,Attchd,2,2.0,483.0,WD ,189000,14,13,14.0
1021,RL,Lvl,CulDSac,NWAmes,Norm,1Fam,1Story,7,Hip,Plywood,Plywood,BrkFace,4,CBlock,4,2048.0,3,2064,2064,2,1,4,7,2,2,Attchd,3,2.0,550.0,WD ,235000,30,30,30.0
1416,RL,Lvl,Inside,Edwards,Norm,2fmCon,1Story,5,Gable,MetalSd,MetalSd,None,3,CBlock,3,1164.0,3,1164,1164,1,1,3,5,0,0,Detchd,1,1.0,240.0,ConLD,125000,58,58,58.0
35,RL,Lvl,FR2,NPkVill,Norm,Twnhs,1Story,7,Gable,Plywood,Brk Cmn,None,3,CBlock,4,836.0,5,836,836,1,1,3,4,0,0,Attchd,1,1.0,308.0,WD ,120000,35,35,35.0
